detail_link,name,date,location,info
https://xn--ok0b236bp0a.com/place/3847,수문장 교대의식,2024.01.01 ~ 2024.12.31,서울 종로구 진행중,2002년부터 이어져오고 있는 경복궁 수문장 교대의식은 조선시대 왕실 호위문화를 상징하는 대표적인 전통문화행사이다. ‘조선왕조실록’ 예종(睿宗) 1년(1469) 수문장제도의 시행 기록을 역사적 근거로 하여 재구성된 이 행사는 당시의 복식 및 무기 등을 복원하여 조선 전기(前期) 군인들의 모습을 생생하게 재현하는 것에 초점을 맞추고 있다.
https://xn--ok0b236bp0a.com/place/25933,남산봉수의식 등 전통문화 재현행사,2024.01.01 ~ 2024.12.31,서울 종로구 진행중,"- 보신각 타종행사 : 시민과 함께하는 천년의 종소리! 매일 정오에 타종하는 보신각 상설타종행사는 시민 여러분이 함께 참여하는 행사이다. 가족, 친구, 연인과 함께 신청하여 타종의 감동을 느낄 수 있다. (※매주 월요일 제외, 화요일은 외국인 참여 프로그램 실시)
- 남산봉수대 봉화의식 : 남산봉수대는 조선시대에 전국의 봉화대에서 올라오는 봉화를 최종적으로 집결해 상황을 도성에 알리는 중요한 통신수단 이였다. 남산봉수대에 오셔서 남산봉수의식과 역사 해설 안내를 들어볼 수 있다.
- 사물놀이공연 및 전통무예시범 : 서울 남산타워 팔각정 광장에서 사물놀이 공연 및 전통무예시범을 관람하고 직접 체험해보는 전통문화 재현행사이다."
https://xn--ok0b236bp0a.com/place/3634,김포 불꽃크루즈,2024.01.01 ~ 2024.12.31,경기 김포시 진행중,크루즈 위에서 즐기는 가장 가까운 불꽃축제! 국내 최대규모의 선상불꽃축제로 매주 토요일 저녁 아라김포여객터미널에서 출항한다. 다양한 선상공연과 아라뱃길의 야경 감상 그리고 피날레 ‘음악불꽃쇼’가 진행된다.
https://xn--ok0b236bp0a.com/place/3804,안산별빛마을 애니멀 & 하트빌리지 빛축제,2024.01.01 ~ 2024.12.31,경기도 안산시 진행중,"빛과 자연, 그리고 그 속에서 무르익는 추억과 사랑을 선사하는 안산별빛마을에서 <2024 안산별빛마을 애니멀 & 하트빌리지 빛축제>를 개최한다. 도심 속 아름다운 빛의 숲에서 열리는 빛의 축제는 별빛이 내린 사계절 빛의 정원과 200여 마리의 실사이즈 동물 조형물들, 그리고 SNS에서 핫한 인생샷과 추억을 남길 수 있는 포토존들로 가득하다."
https://xn--ok0b236bp0a.com/place/3648,여수 야경불꽃크루즈,2024.01.01 ~ 2024.12.31,전남 여수시 진행중,"여수밤바다의 아름다운 야경과 함께 즐기는 로맨틱 불꽃축제. 음악이 흐르고 밤하늘은 형형색색 눈부신 불꽃으로 물드는, 사랑하는 사람에게 꼭 한번 보여주고 싶은 감동적인 불꽃쇼이다."
https://xn--ok0b236bp0a.com/place/27734,한국의집 고호재,2024.01.01 ~ 2024.12.31,서울 중구 진행중,"고호재는 한국의집에서 선보이는 프리미엄 궁중다과 브랜드로 '옛 것을 좋아하는 이들의 집'이라는 뜻을 담고 있다. 사계절의 맛과 색을 다과상에 올려내는 고호재는 봄, 여름, 가을, 겨울의 계절별 제철 재료로 만들어낸 정성스러운 다과를 맛볼 수 있는 고품격 체험 프로그램이다. 체험객은 전통 한옥인 한국의집에서 고즈넉한 분위기를 즐기며 1인 다과상과 계절별로 제공되는 단품 메뉴(여름의 빙수, 겨울의 죽 등)를 맛볼 수 있다. 푸르른 녹음이 짙은 한국의집에서의 다과 체험은 전통의 멋과 맛을 즐기는 체험객들에게 색다른 즐거움을 제공한다."
https://xn--ok0b236bp0a.com/place/3451,허브아일랜드 불빛동화축제,2024.01.01 ~ 2024.12.31,경기 포천시 진행중,"잃어버린 동심을 만날 수 있는 시간! 매일 밤, 작은 불빛들이 만들어내는 동화 같은 세상은 누구에게나 잊지 못할 추억을 선사하며, 누구나 불빛세상의 주인공으로 만들어줄 아름다운 불빛야경이 준비되어 있다. 허브아일랜드 불빛동화축제는 우리를 동화 속 세상으로 초대한다. 결코 꺼지지 않는 불빛들의 네버엔딩스토리를 만나보자! 1~3월까지는 '핑크, 빛으로 말하다' 테마를 가지고 핑크빛의 사랑 메세지를 더한다."
https://xn--ok0b236bp0a.com/place/3493,서울랜드 불빛축제 루나파크,2024.01.01 ~ 2024.12.31,경기 과천시 진행중,"서울랜드 빛축제 '루나파크'는 서울에서 가장 가까운 빛 축제로, 매일 밤 서울랜드의 28만 2250㎡의 넓은 공간 전체가 거대한 빛의 공연장으로 새롭게 변신해 환상적인 분위기의 라이트닝 공연이 펼쳐진다. 서울랜드의 상징 '지구별'에서는 3D맵핑과 음악이 어우러진 공연이 펼쳐진다. 특히 6m 크기의 국내 최대규모 미러볼이 등장해 빛축제의 하이라이트를 선보인다. 또한 강렬한 음악과 조명, 풀 컬러 레이저가 어우러진 레이저쇼도 관람할 수 있다. 로맨틱가든에서는 웨딩을 테마로 한 가제보와 대형 LED꽃이 형형색색 빛으로 낭만적인 분위기를 더한다. 여기에 공원 곳곳 위치한 보름달 실루엣, 초승달 등 다양한 포토존은 관람객들이 인생샷을 남기기에 충분하다."
https://xn--ok0b236bp0a.com/place/3530,별빛이 흐르는 정원,2024.01.01 ~ 2024.12.31,경기 파주시 진행중,"퍼스트가든은 아름다운 조명으로 정원을 장식한 별빛축제를 365일 연중무휴 운영한다. 일몰과 함께 정원 전체에 조명이 켜지면 낮에는 볼 수 없던 색다른 모습의 정원을 관람할 수있다. 자수화단의 환상적인 별빛, 토스카나 광장의 이국적인 별빛, 로즈가든의 정열적인 별빛은 추위로 얼어붙은 겨울밤을 녹이고 로맨틱한 겨울밤 분위기를 자아낸다. '별빛이 흐르는 정원'을 슬로건으로 은하수를 담은 별자리 여행처럼 더 화려하고 볼거리가 많은 정원이 관광객을 맞이하며, 약 2만평 규모의 부지에 정원마다 다른 주제로 사계절의 대표 별자리를 비롯한 다양한 별자리가 지상에 내려앉은 모습을 볼 수 있다. 퍼스트가든 별빛축제는 사계절을 담아낸 다양한 별자리 정원 뿐 아니라 생명과 희망을 담은 바오밥나무 별빛, 나비정원 별빛 등 각 정원마다 스토리를 담아낸 별빛테마정원과 곳곳마다 별빛황금마차, 별빛아이캐릭터 등 볼거리와 포토존으로 구성하여 연인과 가족들의 눈을 즐겁게 해줄 예정이다. 2023-2024 퍼스트가든 빛축제는 작년에 비해 조명이 더 추가되어 더욱 화려한 정원을 뽐내고 있다. 그 외에 퍼스트가든은 레스토랑, 웨딩홀, 놀이시설, 체험학습, 기프트샵, 썰매장, 챌린지 코스 등 다양한 편의, 놀이시설을 갖추고 있어 단순한 정원 관람 뿐 아니라 종합테마파크로서의 모습을 갖추고 있다."
https://xn--ok0b236bp0a.com/place/26554,생생국가유산 중랑구 체험학습 (생생문화재),2024.01.03 ~ 2024.12.07,서울 중랑구 진행중,"본 프로그램은 일제강점기 독립운동가인 서동일, 오재영, 서광조 선생님과 독립운동을 소재로 구성되었다. 망우역사문화공원, 봉수대공원을 중심으로 프로그램이 진행된다. 독립군 암호 쓰기와 해석 등 미션활동, 퀴즈활동이 진행된다. 프로그램의 대상은 '초등학생 또는 유아를 동반한 가족'이다. 최대 30명 참여 가능하다. 망우역사문화공원에서 진행하는 프로그램은 총 2종이다. 비밀결사 조직하기 등, 독립운동가가 실제 활동하였던 방식으로 미션을 수행한다. 독립운동가 묘역도 답사한다. 봉수대공원에서 진행하는 프로그램은 총 2종이다. 여러가지 연락 방법에 대한 체험, 독립운동에서도 사용된 봉수대에 대해서 배운다."
https://xn--ok0b236bp0a.com/place/3839,토요명품,2024.01.06 ~ 2024.12.28,서울 서초구 진행중,"전통춤과 음악, 노래를 골고루 감상할 수 있는 다채로운 토요상설 무대가 펼쳐진다. 애호가를 위한 악·가·무 종합프로그램, 청소년, 초보자를 위한 해설이 있는 프로그램, 전문가의 해설이 있는 유네스코 지정 인류무형문화유산 프로그램 등 맞춤형 프로그램들로 마련되어 있다."
https://xn--ok0b236bp0a.com/place/27963,숭례문 파수의식 / 원데이! 파수군,2024.01.06 ~ 2024.12.14,서울 중구 진행중,"파수(把守)란 도성(都城)을 수비하는 것으로 조선시대 중요한 군례의식의 하나였다. 조선시대 도성수비는 가장 중요한 문제였으며, 특히 선조 때 임진왜란과 병자호란 등을 겪으면서 심각한 문제로 대두되었다. 파수의식은 인정(人定)과 파루(罷漏)에 도성문을 열고 닫는 도성문 개폐의식과 순라의식 등을 연결하는 조선시대 군례의식으로 중앙군제 중 그 위치와 역할 등을 고려해보면 궁성을 수위하는 것 못지않게 중요한 의식이라 볼 수 있다."
https://xn--ok0b236bp0a.com/place/27270,낭만등불축제,2024.04.30 ~ 2025.05.01,경기도 남양주시 진행중,"서울 근교의 아름다운 수목원에서 열리는 낭만등불축제는 등불을 무료로 대여하여 방문객들에게 불빛축제를 즐길 수 있는 기회를 제공한다. 낮에는 족욕체험과 맨발체험, 제빵소와 카페가 마련된 수목원에서 특별한 경험을 제공하며, 저녁에는 불빛축제가 펼쳐진 아름다운 정원을 환상적으로 물들인다. 낭만적이고 힐링가득한 산들소리에서 등불과 함께 불빛축제를 즐길 수 있다."
https://xn--ok0b236bp0a.com/place/28159,K-푸드 페스티벌 넉넉,2024.05.29 ~ 2025.05.31,서울 종로구 진행중,"'K-푸드 페스티벌 넉넉'은 한식의 다채로움과 이색적인 맛을 경험하며, 즐거운 시간을 보낼 수 있는 한식특화 음식 축제이다. 15대의 푸드트럭이 김치베이컨치즈전, 호두크림치즈 곶감말이, 김치·쌈장닭꼬치, 누룽지닭강정, 단호박식혜 등의 이색 한식을 선보이며, 주요 연휴 시즌에는 무대 라이브 공연, 수공예품 팝업스토어, 시민참여 이벤트 등이 진행될 예정이다. 서울 광화문역, 경복궁역 근처에 있으니, 가까운 도심에서 서울의 맛과 멋을 즐길 수 있다.
※ 세부정보는 인스타그램(@knockknock_festival) 또는 공식 홈페이지 참고
※ 우천 등 기상상황에 따라 휴장될 수 있으므로 방문 전 홈페이지 또는 인스타그램을 참고해 주세요."
https://xn--ok0b236bp0a.com/place/28310,한국-캐나다 무용 공동제작 프로젝트 〈BODY (몸)〉,2024.09.01 ~ 2025.03.07,서울 마포구 진행중,"언어적 소통의 부재라는 특수한 전제를 기반으로 한 무용 작품 <바디(BODY)>가 한국과 캐나다의 무용수들로 구성된 앙상블에 의해 무대에 올려진다. 이 작품은 국가별 다른 시각과 문화, 나아가 개인의 정서와 서사의 차이를 신체의 움직임을 통해 표현한다. 매혹적인 60분 길이의 이 공연에서 무용수들은 움직임만으로 서로에게 동화되며 깊은 연대를 보여준다. 작품에서 이들은 움직임만으로 서로에게 동화되며 깊은 연대를 보여준다."
https://xn--ok0b236bp0a.com/place/28580,계양 빛축제,2024.09.23 ~ 2025.01.31,인천 계양구 진행중,"계양의 대표 가을 축제인 계양 빛 축제, 올해는 '소풍'을 테마로 우주탐험, 바다 숲, 빛의 바다, 빛담길 등 다채로운 콘셉트의 독특한 빛 조형물과 포토존, 경관조명이 가을 밤을 화려하게 밝힌다."
https://xn--ok0b236bp0a.com/place/27700,서면 빛 축제,2024.10.02 ~ 2025.01.10,부산 부산진구 진행중,"부산 대표 도심관광지인 서면의 대표 관광축제이다. 역동적인 서면에 어울리는 다채로운 테마 연출로 차별화된 볼거리를 제공한다. 형형색색 빛 조형물 및 포토존 조성되어있으며, 미디어파사드 연출, 소원리본 등 시민참여 프로그램을 운영한다."
https://xn--ok0b236bp0a.com/place/28552,남동 빛의 거리,2024.10.22 ~ 2025.12.31,인천 남동구 진행중,"남동 빛의 거리는 지역별 특색 있는 경관을 조성하여 다양한 볼거리를 제공하며, 뿐만 아니라 버스킹, 지역예술인 문화공연 등 다양한 즐길거리도 제공하고 있다. 빛의 거리는 지역주민과 관광객들에게 힐링과 삶의 여유를 선사하고 있다."
https://xn--ok0b236bp0a.com/place/28566,연제오방맛길 빛 축제,2024.10.25 ~ 2025.02.10,부산 연제구 진행중,"'2025 꿈을 여는 오방 빛 축제’를 주제로 열리는 이번 행사는 연제오방맛길의 특징을 담은 빛 조형물로 연말연시 오방맛길을 찾는 모든 주민에게 선물 같은 추억을 선사할 계획이다. 빛 거리는 연산동 오방맛길 일원(고분로 13번길, 고분로 31번길, 반송로 일원)에 조성되며 점등 시간은 17시부터 24시까지다. 빛 축제의 시작을 알리는 점등식은 10월 25일(금) 18시 20분 한창타워 앞 특설무대에서 개최된다."
https://xn--ok0b236bp0a.com/place/27118,"호수의 가을과 겨울,그리고 루미나리에",2024.10.25 ~ 2025.02.28,서울 송파구 진행중,"송파구 석촌호수 일대에서 호수의 가을과 겨울 그리고 루미나리에 축제가 개최된다. 2024년도 축제 주제는 ‘Dream, Universe&Love’이다. 송파의 가을과 겨울을 대표하는 계절형 축제인 루미나리에축제는 천혜의 관광자원인 석촌호수에 다양한 경관조명, 빛 조형물, 포토존을 설치하여 빛의 향연을 펼친다. ‘루미나리에’는 조명으로 건축물을 만들거나 치장하는 축제로, 빛의 예술 또는 빛의 조각이라고도 한다. 석촌호수 동호 입구에서 관람객들을 맞이하는 메인 게이트를 시작으로 크고 작은 루미나리에 게이트와 루미나리에터널, 브릿지게이트, 몽환적이고 신비한 느낌의 경관조명들과 포토존이 설치된다. 특히. ‘내가 꾸미는 호수’는 사전공모를 통해 선정된 ‘Dream, Universe&Love’를 주제로한 메시지들이 LED등으로 다시 태어나 호수를 밝히는 조명으로, 주민들의 참여로 만들어졌다. 10월25일(금) 개막식과 불꽃놀이를 시작으로 문화예술 공연과 체험부스, 플리마켓 등의 다채로운 문화행사와 체험도 열린다. 10월26일(토)에는 송파구 캐릭터 하하호호와 함께하는 롯데월드 마칭밴드의 특별한 공연도 준비되어 있다. 특히 올해는 10월26일부터 11월24일 까지 5주간 주말마다 버스킹 마임마술쇼 브레이킹 댄스등의 문화공연과 플리마켓이 열릴 예정으로 다양한 즐길거리가 가득하다."
https://xn--ok0b236bp0a.com/place/28593,"명동스퀘어 오프닝 세레모니 2024 Light Up SEOUL, KOREA",2024.11.01 ~ 2025.01.31,서울 중구 진행중,"옥외광고물 자유표시구역으로 선정된 명동! 명동일대가 뉴욕 타임스스퀘어와 같은 미디어 거리로 변화되는 역사적인 순간 신세계백화점의 크리스마스 라이츠 첫 퍼포먼스와 함께 빛나는 명동의 밤을 경험해보시길 바란다. 초대형 크리스마스 파사드 앞에서 인생최고의 순간을 사진으로 남기고, 소중한 추억을 만들 수 있는 기회를 놓치지 마시길 바란다."
https://xn--ok0b236bp0a.com/place/23977,관악별빛산책,2024.11.11 ~ 2025.02.09,서울 관악구 예정,"올 해로 네 번째 개최인 ‘관악별빛산책’은 서울시 자치구 내 하천을 이용한 유일한 조명축제이다. 총 3개월의 기간 동안 별빛내린천 봉림교부터 신림교 구간을 장식한다. 특히 올해 5월 준공이 완료된 수변테라스도 적극 활용하여 조명을 설치하고 별빛내린천을 꾸밀 예정이다. 올해 ‘관악별빛산책’은 ‘도심 속 별빛정원’이라는 부제로 따듯한 느낌을 주는 조명색과 조형물을 통해 별빛내린천을 장식할 예정이다. 나비와 꽃이 장식된 메인게이트를 시작으로, 10m 상당의 대형트리와 은하수를 유영하는 듯한 황금마차 그리고 곰조형물을 설치하여 겨울의 차가운 공기와 상반되는 따듯한 전시 공간을 조성할 계획이다. 또한 올해 처음 조명이 설치되는 수변테라스에는 소형트리를 설치하여 주민들이 잠시 쉬면서 숲 속 정원에 있는 듯한 느낌을 줄 계획이다."
https://xn--ok0b236bp0a.com/place/28581,더에테리얼월드(홍대),2024.11.15 ~ 2025.02.02,서울 마포구 예정,"신비로움과 초현실성을 강조하는 ‘Ethereal’이라는 단어는 쉽게 정의할 수 없는 신비롭고 환상적인 것을 의미한다. 본 전시는 단순히 작품을 보여주는 것에서 끝나지 않고, 관람객에게 더 깊고 감각적인 경험을 선사한다. 관람객으로 하여금 높은 예술적 가치를 지닌 깊이 있는 체험을 통해 실감 전시의 지속적인 예술 체험을 제공할 수 있도록 한다. 전시에서 20세기 중반 멀티미디어 작품의 선구자 알도 탐벨리니, 삶과 죽음에 대한 철학적 의미를 작품에 녹여낸 카민 르차이프라싯, 고전 명작의 영상회화 재해석 작품을 제작하는 이이남 이 세 작가의 작품을 소개한다."
https://xn--ok0b236bp0a.com/place/3501,이월드 일루미네이션,2024.11.16 ~ 2025.02.20,대구 달서구 예정,"밤이 되면 본격적으로 시작하는 이월드 일루미네이션은 이번 일루미네이션 부제인 미라클 토이스토어에 따라 이월드 전역이 마법의 장난가게로 꾸며진다. 장난감 컨셉의 컬러풀한 마법의 빛과 환상이 가득한 빛의 공간으로 재탄생하였다.이월드 일루미네이션에서는 <비비의 라이츠업>, <산타의 미라클 프레젠트>, <캐롤 포토 파티> 등 크리스마스를 느낄 수 있는 다양하고 신나는 공연부터, <산타의 정류장>, <포인포 매직 포토타임> 등 그리팅 이벤트를 통해 다채로운 볼거리를 제공한다. 또한 11월 16일 일루미네이션 그랜드 오픈 기념 겨울 밤하늘을 수놓는 화려한 불꽃쇼 <이월드 인더스타즈>도 준비되어 있다. 이월드 일루미네이션에서는 30여 종의 놀이기구도 함께 즐길 수 있다. 또한 83타워 전망대에서 바라보는 대구야경과 13만 평 전체가 빛으로 물들여진 이월드의 광경 또한 즐길 수 있다. 축제 기간 동안 매직 스테이션, 미라클 토이스토어, 다이나믹 힐, 우산로드, 빨간 2층버스, 회전목마 등 다양한 포토존들도 준비되어 있다."
https://xn--ok0b236bp0a.com/place/3495,휴애리 동백축제,2024.11.16 ~ 2025.01.31,제주도 서귀포시 예정,"휴애리 동백축제는 제주도에서 가장 로맨틱한 순간을 선사하는 축제로, 한 폭의 그림처럼 펼쳐진 붉은 동백꽃 물결을 경험할 수 있는 곳이다. 이 축제는 정성스럽게 가꾼 수많은 동백나무가 동백올레길, 동백정원, 동백온실등 공원 곳곳을 물들이며, 마치 동화 속 세상에 들어온 듯한 아름다운 풍경을 자아낸다. 이번 휴애리 동백축제는 전년도보다 더 화려하고 풍성하게 준비되어, 제주 여행의 필수 코스로 자리매김했다. 동백꽃 배경은 신혼여행, 웨딩스냅, 우정스냅 등 인생 사진을 찍기에 완벽한 장소로, 사랑하는 사람들과 함께 소중한 추억을 담아낼 수 있는 곳이다. 가족, 연인, 친구와 함께 공원을 거닐며, 동백 포토존에서 특별한 순간을 기록할 수 있다. 붉은 동백꽃 속에서의 추억은 오래도록 마음속에 간직될 것이다."
